Name,Sentence,Sentence_Category,Compound_Score,Sentiment_Result
Columbia Asia Hospital - Petaling Jaya,recommended many people doctor,Doctor,0.2023,Neutral
Columbia Asia Hospital - Petaling Jaya,"one minor hiccup, big deal, appointment reminder time change sm notification send u ha time stamp, date",Hospital,0.34,Positive
Columbia Asia Hospital - Petaling Jaya,sometimes bit difficult tell unless record appointment timing,Hospital,-0.3612,Negative
Columbia Asia Hospital - Petaling Jaya,environment relaxing enough waiting result,Hospital,0.4939,Positive
Columbia Asia Hospital - Petaling Jaya,"front desk people helpful, nurse well",Hospital,0.5994,Positive
Columbia Asia Hospital - Petaling Jaya,"even mask on, feel smile face",Hospital,0.3612,Positive
Columbia Asia Hospital - Petaling Jaya,"second time daughter wa admitted hospital doctors, namely dr shalini dr chong patient caring diligent care",Doctor,0.7783,Positive
Columbia Asia Hospital - Petaling Jaya,operation wa successful post op care wa excellent,Hospital,0.8934,Positive
Columbia Asia Hospital - Petaling Jaya,"also really thankful nurse attention detail, gentleness caring heart",Hospital,0.8016,Positive
Columbia Asia Hospital - Petaling Jaya,first medical check columbia hospital pj,Hospital,0.0,Neutral
Columbia Asia Hospital - Petaling Jaya,also first pre employment checkup first full time job,Hospital,0.0,Neutral
Columbia Asia Hospital - Petaling Jaya,memorable experience,Hospital,0.0,Neutral
Columbia Asia Hospital - Petaling Jaya,overall 500 ️ star experience,Hospital,0.0,Neutral
Columbia Asia Hospital - Petaling Jaya,"fast, effective warm care",Hospital,0.802,Positive
Columbia Asia Hospital - Petaling Jaya,specially thank dr lim sheau ing entire health screening team 11 september 2021 morning,Doctor,0.3612,Positive
Columbia Asia Hospital - Petaling Jaya,made appointment phone call,Hospital,0.0,Neutral
Columbia Asia Hospital - Petaling Jaya,"effective, patient warm personnel (armin wrong )  immediately received appointment confirmation message respective doctor’s name also reminder message day appointment",Doctor,0.5719,Positive
Columbia Asia Hospital - Petaling Jaya,*girl tip don’t come medical check menstruating urine feme inaccurate,Hospital,0.0,Neutral
Columbia Asia Hospital - Petaling Jaya,specially thank dr lim sheau ing professional consultation,Doctor,0.3612,Positive
Columbia Asia Hospital - Petaling Jaya,"thoughtful, understanding caring doctor go extra mile patientthank dr lim went extra mile make sure wa well informed regarding report getting proper treatment",Doctor,0.8481,Positive
Columbia Asia Hospital - Petaling Jaya,kind doctor beautiful inside,Doctor,0.8074,Positive
Columbia Asia Hospital - Petaling Jaya,special thank dr lim entire health screening team 11 september 2021 morning,Doctor,0.6369,Positive
Columbia Asia Hospital - Petaling Jaya,received sweet morning greeting smile everyone,Hospital,0.7964,Positive
Columbia Asia Hospital - Petaling Jaya,"nurse took height weight wa cute, radiologist wa nice, explained procedure also asked need assistance unknot gown lady nurse",Hospital,0.7003,Positive
Columbia Asia Hospital - Petaling Jaya,lab technician wa patient asked urine volume wa sufficient,Hospital,0.0,Neutral
Columbia Asia Hospital - Petaling Jaya,"big thank phlebotomist, kannan ️who drew blood, wa painful",Doctor,-0.1027,Neutral
Columbia Asia Hospital - Petaling Jaya,wa scared well,Hospital,-0.2023,Neutral
Columbia Asia Hospital - Petaling Jaya,thank kannan,Hospital,0.3612,Positive
Columbia Asia Hospital - Petaling Jaya,amazing skill,Hospital,0.5859,Positive
Columbia Asia Hospital - Petaling Jaya,receptionist (chinese lady) wa kind ask waiting someone pick,Hospital,0.5267,Positive
Columbia Asia Hospital - Petaling Jaya,even bid good bye asked take care,Hospital,0.7269,Positive
Columbia Asia Hospital - Petaling Jaya,awww  thank hero heroine blessed care,Hospital,0.9509,Positive
Columbia Asia Hospital - Petaling Jaya,stay safe take care,Hospital,0.7269,Positive
Columbia Asia Hospital - Petaling Jaya,thank risking life u day day,Hospital,0.0516,Neutral
Columbia Asia Hospital - Petaling Jaya,"frontline worker like deserve respect, encouragement praise",Hospital,0.9001,Positive
Columbia Asia Hospital - Petaling Jaya,thank,Hospital,0.3612,Positive
Columbia Asia Hospital - Petaling Jaya,little suggestion regarding self ticketing system get number,Hospital,0.0772,Neutral
Columbia Asia Hospital - Petaling Jaya,elderly patient weren’t aware get number registration waited time,Hospital,0.0772,Neutral
Columbia Asia Hospital - Petaling Jaya,realized saw u getting number,Hospital,0.0772,Neutral
Columbia Asia Hospital - Petaling Jaya,thank columbia hospital pj,Hospital,0.3612,Positive
Columbia Asia Hospital - Petaling Jaya,dato dr ho good care patient,Doctor,0.7269,Positive
Columbia Asia Hospital - Petaling Jaya,overall facility service good,Hospital,0.4404,Positive
Columbia Asia Hospital - Petaling Jaya,accident 2 went hospital emergency department,Hospital,-0.6908,Negative
Columbia Asia Hospital - Petaling Jaya,service reminds hospital us,Hospital,0.0,Neutral
Columbia Asia Hospital - Petaling Jaya,nurse doctor friendly,Doctor,0.4939,Positive
Columbia Asia Hospital - Petaling Jaya,room wa clean,Hospital,0.4019,Positive
Columbia Asia Hospital - Petaling Jaya,mention food,Hospital,0.0,Neutral
Columbia Asia Hospital - Petaling Jaya,thought hospital food bad guess,Hospital,-0.5423,Negative
Columbia Asia Hospital - Petaling Jaya,staff friendly helpful,Hospital,0.7184,Positive
Columbia Asia Hospital - Petaling Jaya,impressed care service,Hospital,0.743,Positive
Columbia Asia Hospital - Petaling Jaya,good job,Hospital,0.4404,Positive
Columbia Asia Hospital - Petaling Jaya,webinar arranged columbia hospital antenatal issue veryyyyy useful first time mommy like,Hospital,0.6597,Positive
Columbia Asia Hospital - Petaling Jaya,good presentation,Hospital,0.4404,Positive
Columbia Asia Hospital - Petaling Jaya,overall good experience hospital,Hospital,0.4404,Positive
Columbia Asia Hospital - Petaling Jaya,come health screening service consult dr lim,Doctor,0.0,Neutral
Columbia Asia Hospital - Petaling Jaya,staff following sop,Hospital,0.0,Neutral
Columbia Asia Hospital - Petaling Jaya,nice experience hospital,Hospital,0.4215,Positive
Columbia Asia Hospital - Petaling Jaya,health personnel staff friendly ready assist time,Hospital,0.6908,Positive
Columbia Asia Hospital - Petaling Jaya,clean nice environment adhering sop time covid-19 especially,Hospital,0.6705,Positive
Columbia Asia Hospital - Petaling Jaya,"staff friendly, environment clean well sanitised",Hospital,0.7906,Positive
Columbia Asia Hospital - Petaling Jaya,feel quite safe see doctor,Doctor,0.4927,Positive
Columbia Asia Hospital - Petaling Jaya,"overall, good experience",Hospital,0.4404,Positive
Columbia Asia Hospital - Petaling Jaya,"fast service, easy access, comfortable wait",Hospital,0.7351,Positive
Columbia Asia Hospital - Petaling Jaya,doctors nurses helpful accommodating,Doctor,0.4215,Positive
Columbia Asia Hospital - Petaling Jaya,hospital premise kept clean,Hospital,0.4019,Positive
Columbia Asia Hospital - Petaling Jaya,"comfortable, clean environment, friendly helpful staff",Hospital,0.9001,Positive
Columbia Asia Hospital - Petaling Jaya,columbia asia pj first choice private hospital,Hospital,0.0,Neutral
Columbia Asia Hospital - Petaling Jaya,staff caring polite,Hospital,0.4939,Positive
Columbia Asia Hospital - Petaling Jaya,wa accompany wife see ob-gyn,Hospital,0.0,Neutral
Columbia Asia Hospital - Petaling Jaya,see reputable doctor well,Doctor,0.2732,Neutral
Columbia Asia Hospital - Petaling Jaya,hospital big ok neighbourhood kind hospital,Hospital,0.6808,Positive
Columbia Asia Hospital - Petaling Jaya,"looking le crowded hospital, consider",Hospital,0.0,Neutral
Columbia Asia Hospital - Petaling Jaya,perfect place warded also treated outpatient,Hospital,0.5719,Positive
Columbia Asia Hospital - Petaling Jaya,environment wa calm pleasant,Hospital,0.6808,Positive
Columbia Asia Hospital - Petaling Jaya,nurse doctor also helpful sociable,Doctor,0.6908,Positive
Columbia Asia Hospital - Petaling Jaya,place clean,Hospital,0.4019,Positive
Columbia Asia Hospital - Petaling Jaya,nurses doctor friendly,Doctor,0.4939,Positive
Columbia Asia Hospital - Petaling Jaya,good hospitality,Hospital,0.4404,Positive
Columbia Asia Hospital - Petaling Jaya,columbia asia pj clean hospital plenty good doctor,Doctor,0.6808,Positive
Columbia Asia Hospital - Petaling Jaya,using hospital year find service satisfactory,Hospital,0.3612,Positive
Columbia Asia Hospital - Petaling Jaya,"love location close heart pj bordering kl area ttdi, hartamas, damansara heights bangsar",Hospital,0.6369,Positive
Columbia Asia Hospital - Petaling Jaya,"dr bheena 5 stars, hospital service 3 star",Doctor,0.0,Neutral
Columbia Asia Hospital - Petaling Jaya,prior covid experienced poor attitude customer service staff (2018),Hospital,-0.4767,Negative
Columbia Asia Hospital - Petaling Jaya,"covid, seems experience going parking lobby could improved",Hospital,0.4939,Positive
Columbia Asia Hospital - Petaling Jaya,need walk locked door see direction go,Hospital,0.0,Neutral
Columbia Asia Hospital - Petaling Jaya,"ideally, would signage, visible distance, posted everywhere, would direct visitor straight one open basement entrance",Hospital,0.5719,Positive
Columbia Asia Hospital - Petaling Jaya,good service,Hospital,0.4404,Positive
Columbia Asia Hospital - Petaling Jaya,"coming columbia asia hospital, petaling jaya 8 month",Hospital,0.0,Neutral
Columbia Asia Hospital - Petaling Jaya,staff courteous polite,Hospital,0.5106,Positive
Columbia Asia Hospital - Petaling Jaya,"consulting drbheena vyshali, sweet attentive even small change test follow everything",Doctor,0.4588,Positive
Columbia Asia Hospital - Petaling Jaya,overall experience good till,Hospital,0.4404,Positive
Columbia Asia Hospital - Petaling Jaya,never recommend anyone who’s looking get help specific problem,Hospital,-0.2755,Neutral
Columbia Asia Hospital - Petaling Jaya,"here, you’ll treated many hour later wait day",Hospital,0.0,Neutral
Columbia Asia Hospital - Petaling Jaya,"i’ve spent money rm600+ blood test, additional rm300 covid test (although i’ve tested negative pcr test elsewhere)",Hospital,-0.5719,Negative
Columbia Asia Hospital - Petaling Jaya,"unable diagnose, recommended antibiotics, mri scan (to stay overnight)",Hospital,0.2023,Neutral
Columbia Asia Hospital - Petaling Jaya,"took scan morning, result good",Hospital,0.4404,Positive
Columbia Asia Hospital - Petaling Jaya,"i’ve waiting speak doctor, seen last night morning scan",Doctor,0.0,Neutral
Columbia Asia Hospital - Petaling Jaya,waited whole afternoon i’m still waiting discharge,Hospital,0.0,Neutral
